"Nombre_fichero";"N_Pistas";"melody";"bass";"piano_rh";"piano_lh";"mixdown";;;;
"Gilbert_Becaud_Le_jour_ou_la_pluie_viendra.kar";16;;3;;;;"Basse    2";"OK";;
"Gilbert_Becaud_Les_marches_de_Provence.kar";13;;;;;;"Violoncel2";"OK-M";"Revisar";
"Gilbert_Becaud_Les_petites_madmoiselles.kar";16;;3;;;;"Basse    2";"OK";;
"Gilbert_Becaud_Lindifference.kar";15;;4;;;;"Basse";"OK";;
"Gilbert_Becaud_Quand_Jules_est_au_violon.kar";10;;3;;;;"JULES   ";"OK";;
"Gilbert_Montagne_Elle_vit_la_salsa.kar";10;;2;;;;"Basse";"OK";;
"Gilbert_Montagne_Les_sunlights_des_tropiques.kar";13;;4;;;;"Basse   ";"OK";;
"Gildor_Roy_Une_autre_chambre_dhotel.kar";12;;10;;;;"BASS";"OK";;
"Glenn_Cambell_By_the_time_i_get_to_phoenix.kar";12;;9;;;;"BASS";"OK";;
"Gloria_Estefan_Cant_Stay_Away_from_You.kar";12;;3;;;;;"OK";;
"Gloria_Estefan_Con_Los_Anos_Que_Me_Quedan.kar";10;;4;;;;"Bass";"OK";;
"Gloria_Estefan_Dulce_amor_4.kar";13;;4;;;;"FRETLESS";"OK";;
"Gloria_Estefan_Get_on_your_feet_4.kar";12;;3;;;;;"OK";;
"Gloria_Estefan_Get_on_your_feet_by.kar";12;;3;;;;;"OK";;
"Gloria_Estefan_No_pretendo_9.kar";12;;4;;;;"Bass";"OK";;
"Gloria_Estefan_OYE_MI_CANTO.kar";11;;4;;;;"bass    ";"OK";;
"Gloria_Estefan_Oye_mi_canto_1.kar";11;;4;;;;"bass    ";"OK";;
"Gordon_Lightfoot_Canadian_Railroad_Trilogy.kar";14;;3;;;;"Bass ";"OK";;
"Gordon_Lightfoot_Minstrel_Of_The_Dawn.kar";13;;3;;;;"Bass";"OK";;
"Gordon_Lightfoot_Summer_Side_Of_Life.kar";16;;3;;;;"Bass ";"OK";;
"Gozar_la_vida.mid.kar";15;;15;;;;"bajo";"OK";;
"Greame_Allwright_Jolie_bouteille_sacree_bouteille.kar";11;;4;;;;"basse";"OK";;
"Guitarma.kar";10;;4;;;;"Bass";"OK";;
"Guns_n_Roses_Since_I_dont_have_you.kar";12;;4;;;;"Bass    ";"OK";;
"Gunsn_Roses_Anithing_goes_tonight.kar";7;;4;;;;"Bass";"OK";;
"Guy_Beart_Leau_vive.kar";7;;1;;;;"Basse2";"OK";;
"Guy_Beart_Vive_la_rose.kar";8;;2;;;;"Basse 2";"OK";;
"Guy_Marchand_Destinee.kar";11;;"5 9";;;;"Unnamed-006";"OK";;
"Guy_Marchand_Hey_Crooner.kar";17;;4;;;;"Basse";"OK";;
"Guy_Mardel_Navoue_jamais.kar";12;;4;;;;"Basse";"OK";;
"Harry_Belafonte_Banana_boat_song.kar";13;;11;;;;"Bass    ";"OK";;
"Hart_Rogers_Young_at_heart.kar";14;;5;;;;"Bass    (BB)";"OK";;
"Heatwave_Always_and_Forever.kar";23;;4;;;;"808 drum";"OK-M";;
"Helene_Segara_Bohemienne.kar";16;;2;;;;"Basse";"OK";;
"Helene_Segara_Elle_tu_laimes.kar";33;;2;;;;"Fretless";"OK";;
"Helene_Segara_Il_y_a_trop_de_gens_qui_taiment.kar";14;;4;;;;"BASS";"OK";;
"Helene_Segara_Les_vallees_dIrlande.kar";14;;4;;;;"Basse";"OK";;
"Helene_Segara_Tu_vas_me_quitter.kar";13;;2;;;;"Basse";"OK";;
"Henri_Salvador_Adieu_madras_adieu_foulards.kar";17;;8;;;;"Basse";"OK";;
"Henri_Salvador_Elle_est_toujours_derriere.kar";7;;2;;;;"Basse 2";"OK";;
"Henri_Salvador_Il_pleut_bergere.kar";3;;;;;;;"OK";;
"Henri_Salvador_Jardin_dhiver_2.kar";9;;3;;;;"AcBasse";"OK";;
"Henri_Salvador_Une_chanson_douce.kar";7;;5;;;;"Left Hand";"OK";"revisar";
"Hermans_Hermits_Kind_Of_Hush.kar";11;;3;;;;"Bass....            ";"OK";;
"Herve_Cristiani_Il_est_libre_Max.kar";15;;3;;;;"Basse fretless";"OK";;
"Herve_Vilard_Un_monde_fait_pour_nous.kar";20;;6;;;;"BASSO";"OK";;
"Ho_voglia_di_innamorarmi_F_Baccini.kar";16;;4;;;;"Fretless";"OK";;
"Hubert_Felix_Thiefaine_Animal_en_quarantaine.kar";12;;4;;;;"Basse  2";"OK";;
"Hubert_Felix_Thiefaine_Lorelei_Sebasto_Cha.kar";14;;"2 8";;;;"Basse  2";"OK-M";;
"Hubert_Felix_Thiefaine_Scorbut.kar";13;;4;;;;"Bass";"OK";;
"Huey_Lewis_News_Hip_To_Be_Square.kar";17;;"4 5 ";;;;;"OK-M";;
"Huey_Lewis_News_Power_Of_Love.kar";12;;3;;;;"Bass";"OK";;
"Hugues_Aufray_Le_rossignol_anglais.kar";12;;4;;;;"Basse Ac 2";"OK";;
"Hugues_Aufray_Les_crayons_de_couleur.kar";10;;4;;;;"Basse   2";"OK";;
"I_Watussi_Edoardo_Vianello.kar";18;;4;;;;"BASSO";"OK";;
"If.kar";9;;4;;;;"Bass";"OK";;
"Image_Les_demons_de_minuit.kar";16;;4;;;;"Bass";"OK";;
"In_questo_mondo_di_ladri_Antonello_Venditti.kar";15;;4;;;;"FINGERED";"OK";;
"Indochine_Laventurier.kar";18;;4;;;;"SynBass2";"OK";;
"Indochine_Le_troisieme_sexe.kar";10;;3;;;;"bass";"OK";;
"Infantiles_La_abeja_Maya.kar";14;;4;;;;"FingrdBass";"OK";;
"Ini_Camoze_Here_comes_the_hotstepper_4.kar";13;;3;;;;"Bass    ";"OK";;
"Irene_Cara_Fame_1.kar";17;;4;;;;"Bass";"OK";;
"Irene_Cara_Fame_BSO_1.kar";17;;4;;;;"Bass";"OK";;
"Iron_Maiden_Wasting_Love.kar";19;;3;;;;"Bass";"OK";;
"Iron_Maiden_Wasting_Love1.kar";19;;3;;;;"Bass";"OK";;
"Iron_Maiden_Wasting_Love_5.kar";19;;3;;;;"Bass";"OK";;
"Irving_Berlin_A_pretty_girl_is_like_a_melody.kar";5;;;;;;"Left Hand";"OK-M";"Revisar";
"Isabel_Pantoja_Veneno.kar";15;;4;;;;" Fretless Bs.*merged";"OK";;
"Isabelle_Adjani_Pull_Marine.kar";11;;5;;;;"Basse";"OK";;
"Isabelle_Boulay_Parle_moi.kar";19;;7;;;;"Basse    2";"OK";;
"Isabelle_Boulay_Quand_vos_coeurs_sappellent.kar";10;;2;;;;"bass";"OK";;
"JOAQUIN_SABINA_19_dias_y_500_noches.kar";9;;4;;;;"Bass";"OK";;
"JOHN_PAUL_YOUNG_Love_is_the_air.kar";9;;8;;;;"Bass    ";"OK";;
"JOSE_EL_FRANCES_Ya_no_quiero_tu_querer.kar";11;;4;;;;"Bass";"OK";;
"JOSE_MANUEL_SOTO_D_JATE_QUERER.kar";8;;"3 6";;;;"BAJO ACUSTICO";"OK-M";;
"Jackson_M._Thriller.kar";16;;5;;;;"Bass";"OK";;
"Jacques_Brel_Quand_on_a_que_lamour.kar";11;;5;;;;"Ac Bass";"OK";;
"Jacques_Dutronc_Et_moi_et_moi_et_moi.kar";8;;6;;;;" Basse  ";"OK";;
"Jacques_Dutronc_Gentleman_cambrioleur.kar";14;;4;;;;"MIKROTRACK 97";"OK";;
"Jacques_Dutronc_Il_est_5_heures_Paris_seveille.kar";7;;3;;;;"BasseAc2";"OK";;
"Jacques_Dutronc_Lhotesse_de_lair.kar";13;;4;;;;;"OK";;
"James_Taylor_Shower_The_People.kar";11;;3;;;;"Bass    (BB)";"OK";;
"Jean_Ferrat_On_ne_voit_pas_le_temps_passer.kar";9;;3;;;;"Basse  2";"OK";;
"Jean_Ferrat_Que_la_montagne_est_belle.kar";13;;8;;;;"basse";"OK";;
"Jean_Jacques_Goldman_Changer_la_vie.kar";13;;4;;;;"Basse  2";"OK";;
"Jean_Jacques_Goldman_Confidentiel.kar";5;;"OK";;;;"Nappes";"OK-M";;
"Jean_Jacques_Goldman_Elle_a_fait_un_bebe_toute_seule.kar";9;;4;;;;"bass";"OK";;
"Jean_Jacques_Goldman_Il_changeait_la_vie.kar";12;;4;;;;"Basse  2";"OK";;
"Jean_Jacques_Goldman_Je_marche_seul.kar";14;;5;;;;"SynBasse2";"OK";;
"Jean_Jacques_Goldman_Le_coureur.kar";11;;2;;;;"Basse";"OK";;
"Jean_Jacques_Goldman_Sache_que_je.kar";15;;5;;;;"Basse    2";"OK";;
"Jean_Jacques_Goldman_Tu_manques.kar";13;;4;;;;"Basse  2";"OK";;
"Jean_Jacques_Goldman_Vivre_cent_vies.kar";13;;"4 11";;;;"SlapBas2";"OK-M";;
"Jean_Jacques_Lafont_Le_geant_de_papier.kar";13;;4;;;;"Basse";"OK";;
"Jean_Louis_Aubert_Temps_a_nouveau.kar";13;;4;;;;"Basse  2";"OK";;
"Jean_Luc_Lahaye_Femme_femme.kar";13;;3;;;;"Basse    2";"OK";;
"Jean_Patrick_Capdeveille_Quand_tes_dans_le_desert.kar";10;;5;;;;"Basse";"OK";;
"Jean_Pierre_Francois_Il_a_neige_sur_les_lacs.kar";15;;3;;;;"Basse  2";"OK";;
"Jean_Pierre_Francois_Nuit_sans_soleil.kar";18;;11;;;;"Bass    ";"OK";;
"Jean_Schulthe_Confidence_pour_confidence.kar";13;;4;;;;;"OK";;
"Jeanne_Moreau_Jai_la_memoire_qui_flanche.kar";18;;4;;;;"AcBass";"OK";;
"Jennifer_Lopez_My_love_dont_cost_a_thing.kar";16;;2;;;;"sysex";"OK";;
"Jerry_Lewis_Great_balls_of_fire_7.kar";10;;5;;;;"Great Balls O' F";"OK";;
"Jesus_Christ_Superstar_I_Dont_Know_How_To_Love_Him.kar";11;;3;;;;"Bass    (BB)";"OK";;
"Jim_Croce_Ill_Have_To_Say_I_Love_You_In_A_Song.kar";10;;3;;;;"Bass    (BB)";"OK";;
"Jimi_Hendrix_Hey_Joe_4.kar";12;;4;;;;"BASS";"OK";;
"Jimmy_Buffet_Son_Of_A_Son_Of_A_Sailor.kar";15;;4;;;;"Bass";"OK";;
"Jimmy_Soul_If_You_Wanna_Be_Happy.kar";10;;8;;;;"Bass";"OK";;
"Joan_Baez_Where_have_all_the_Flowers_gone.kar";8;;3;;;;"Bass";"OK";;
"Joan_Jett_and_The_Blackhart_I_hate_myself_for_loving_you.kar";10;;4;;;;"Bass";"OK";;
"Joaquin_Sabina_Nos_sobran_los_motivos.kar";8;;4;;;;"Bass";"OK";;
"Joe_Cocker_Dont_let_me_be_missunderstood.kar";13;;3;;;;"Bass    ";"OK";;
"Joe_Cocker_You_can_leave_you_hat_on.kar";7;;3;;;;"Bass";"OK";;
"Joe_Dassin_Aux_Champs_Elysees_1.kar";11;;4;;;;;"OK";;
"Joe_Dassin_Il_etait_une_fois_nous_deux.kar";18;;9;;;;"Bass     ";"OK";;
"Joe_Dassin_Le_chemin_de_papa_2.kar";13;;5;;;;"Basse    2";"OK";;
"Joe_Dassin_Le_petit_pain_au_chocolat.kar";13;;4;;;;"Basse   2";"OK";;
"Joe_Dassin_On_sest_aime_comme_on_se_quitte_2.kar";15;;8;;;;"Bas      ";"OK";;
"Joe_Dassin_Salut_les_amoureux_2.kar";16;;1;;;;"Basse Frapp�e";"OK";;
"John_Denvers_Take_me_home_country_roads.kar";16;;3;;;;"bass                ";"OK";;
"John_Lennon_Ballad_Of_John_And_Yoko.kar";10;;7;;;;"Bass";"OK";;
"John_Lennon_Imagine_2.kar";7;;7;;;;"Bass Guitar";"OK";;
"John_Lennon_John_Lennon_Jealous_Guy.kar";10;;3;;;;"Bass";"OK";;
"John_Lennon_Power_to_the_people.kar";15;;5;;;;"Bass";"OK";;
"John_Lennon_Strawberry_fiels_forever.kar";16;;4;;;;"Ac. Bass";"OK";"Revisar";
"John_Michael_Montgomery_Be_my_baby_tonignt.kar";20;;3;;;;"BASS";"OK";;
"Johnny_Halliday_Aussi_dur_que_du_bois.kar";17;;3;;;;;"OK";;
"Johnny_Halliday_Cartes_postales_dAlabama.kar";11;;3;;;;;"OK";;
"Johnny_Halliday_Emilie_et_le_grand_oiseau.kar";14;;5;;;;"Basse    2";"OK";;
"Johnny_Halliday_Excuse_moi_partenaire.kar";17;;5;;;;"Basse    2";"OK";;
"Johnny_Halliday_Fils_de_personne.kar";8;;5;;;;;"OK";;
"Johnny_Halliday_Il_faut_boire_a_la_source.kar";11;;1;;;;"Basse ";"OK";;
"Johnny_Halliday_Je_veux_te_graver_dans_ma_vie.kar";9;;7;;;;;"OK";;
"Johnny_Halliday_Jla_croise_tous_les_matins.kar";11;;5;;;;"FngrBass";"OK";;
"Johnny_Halliday_Le_bon_vieux_temps_du_Rock.kar";13;;4;;;;"Basse  2";"OK";;
"Johnny_Halliday_Le_bon_vieux_temps_du_rock_and_roll.kar";13;;4;;;;"Basse  2";"OK";;
"Johnny_Halliday_Memphis_Tennesse.kar";14;;4;;;;"BASS    ";"OK";;
"Johnny_Halliday_On_me_recherche.kar";12;;1;;;;"Basse2";"OK";;
"Johnny_Halliday_Quand_le_masque_tombe.kar";11;;3;;;;"Basse";"OK";;
"Johnny_Halliday_Quand_revient_la_nuit.kar";12;;4;;;;;"OK";;
"Johnny_Halliday_Sang_pour_sang.kar";14;;4;;;;"BASS    ";"OK";;
"Johnny_Halliday_Si_jetais_un_charpentier.kar";4;;;;;;;"OK-M";;
"Johnny_Halliday_Un_jour_viendra_2.kar";12;;4;;;;"Basse    ";"OK";;
"Johnny_Rivers_Memphis_Tennesee.kar";14;;4;;;;;"OK";;
"Johnny_Rivers_Secret_agent_man.kar";8;;3;;;;"ACOU BASS";"OK";;
"Johny_Hates_Jazz_Shattered_Dreams.kar";14;;5;;;;"Bass";"OK";;
"JosT_Feliciano_Cenizas.kar";12;;4;;;;"Bajo";"OK";;
"JosT_VTlez_Bailemos_un_vals.kar";14;;5;;;;"tromb�n";"OK";"Revisar";
"JosT_VTlez_Bailemos_un_vals_4.kar";14;;5;;;;"tromb�n";"OK";"Revisar";
"Jose_Manuel_Soto_Dejate_Querer.kar";8;;"3 6";;;;"BAJO ACUSTICO";"OK-M";;
"Jose_Manuel_soto_La_pared.kar";12;;4;;;;" Fretless Bs. ";"OK";;
"Jose_Velez_Bailemos_un_vals.kar";14;;5;;;;"tromb�n";"OK";"Revisar";
"Juan_Gabriel_Te_sigo_amando_11.kar";13;;4;;;;"Bass";"OK";;
"Juan_Luis_Guerra_Woman_del_Callao.kar";13;;3;;;;"Fretless";"OK";;
"Juan_Luis_Guerra_Woman_del_Callao_16.kar";13;;3;;;;"Fretless";"OK";;
"Julie_Daraiche_Dans_ma_belle_petite_maison_Karaqeb.ifran.kar";7;;"3 7";;;;;"OK";;
"Julio_Iglesias_Gozar_la_vida.mid.kar";15;;15;;;;"bajo";"OK";;
"KING_AFRICA_Comadre_compadre.kar";8;;2;;;;"Bass";"OK";;
"Karaoked_by_Jetas_Music_Cyrus_Company_Flor_de_Liz_Djavan.kar";16;;"5 6";;;;"Bass 1";"OK";;
"Karen_Young_Nobodys_Child.kar";12;;5;;;;"Bas";"OK";;
"Kate_Bush_Babooshka.kar";15;;14;;;;"Bass";"OK";;
"Kelly_Family_Roses_Of_Red.kar";10;;4;;;;"Bass     ";"OK";;
"Kenny_Chesney_She_thinks_my_tractor_s_sexy.kar";14;;13;;;;"Bass";"OK";;
"Kenny_Loggins_Footloose.kar";12;;3;;;;"Bass";"OK";;
"Khaled_Aicha.kar";18;;5;;;;"Basse";"OK";;
"Kool_and_the_Gang_Celebration_4.kar";12;;7;;;;"Bass";"OK";;
"Ku_Minerva_Estoy_llorando_por_tf_4.kar";17;;4;;;;"bass";"OK";;
"LAULTIM2.kar";12;;4;;;;"bass";"OK";;
"LA_UNION_LOBO_HOMBRE_EN_PARIS.kar";15;;4;;;;"Bass";"OK";;
"LORCA_Besame_en_la_boca.kar";10;;4;;;;"Bajo";"OK";;
"LOS_HERMANOS_ROSARIO_MORENA_VEN_KAR_BY_ANX.kar";10;;3;;;;"Bajo    ";"OK";;
"LOS_MISMOS_Voy_a_pintar_las_paredes_con_tu_nombre.kar";15;;4;;;;"bajo";"OK";;
"LaBamba_RitchieValens.kar";6;;3;;;;"Bass";"OK";;
"LaCopaDeLaVida_RickyMartin.kar";14;;4;;;;"Bass";"OK";;
"La_Chicane_Tu_mmanques.kar";10;;7;;;;"jazz bas";"OK";;
"La_Compagnie_Creole_Ba_moin_en_tibo.kar";10;;3;;;;"Basse  2";"OK";;
"La_Compagnie_Creole_Ca_fait_rire_les_oiseaux.kar";12;;5;;;;"Basse   2";"OK";;
"La_Compagnie_Creole_Cest_bon_pour_le_moral.kar";12;;6;;;;;"OK";;
"La_Compagnie_Creole_Premiere_biguine_partie.kar";9;;2;;;;"Basse   2";"OK";;
"La_DTcada_Prodigiosa_Cien_mil_kil_metros_1.kar";20;;4;;;;"Baix";"OK";;
"La_Oreja_de_Van_Gogh_La_estrella_y_la_luna.kar";13;;4;;;;" Fretless Bs. ";"OK";;
"La_Oreja_de_Van_Gogh_Parfs_4.kar";13;;4;;;;"Bass";"OK";;
"La_Oreja_de_Van_Gogh_Soledad.kar";11;;3;;;;"Baix";"OK";;
"La_Orquesta_Mondrag_n_Chocolate_y_ron_4.kar";10;;4;;;;"Bass";"OK";;
"La_Union_Hombre_Lobo_En_Paris.kar";15;;4;;;;"Bass";"OK";;
"La_cabane_du_pecheur.kar";7;;;;;;"Accomp.";"OK-M";;
"Laam_Jamais_loin_de_toi.kar";12;;3;;;;"Basse    2";"OK";;
"Laam_Les_enfants_de_lAn_2000.kar";17;;5;;;;"Basse    ";"OK";;
"Lara_Fabian_Alleluia.kar";16;;2;;;;"Basse";"OK";;
"Lara_Fabian_Humana.kar";14;;5;;;;"Basse    2";"OK";;
"Lara_Fabian_Tout.kar";13;;2;;;;"Basse";"OK";;
"Lara_Fabian_Urgent_desir.kar";12;;2;;;;"Basse";"OK";;
"Lasoled.kar";16;;9;;;;"Bas";"OK";;
"Laura.kar";9;;5;;;;"basse";"OK";;
"Laura_Pausini_Gente.kar";14;;3;;;;"Bass    ";"OK";;
"Laura_Pausini_Gente_4.kar";14;;3;;;;"Bass    ";"OK";;
"Laura_Pausini_La_soledad.kar";16;;9;;;;"Bas";"OK";;
"Laura_Pausini_Porque_no_volveran.kar";10;;3;;;;"Bass    ";"OK";;
"Laura_Paussini_La_soledad_4.kar";16;;9;;;;"Bas";"OK";;
"Laurence_Jalbert_Bella.kar";18;;4;;;;"BASS                ";"OK";;
"Le_ragazze_Neri_per_caso.kar";14;;3;;;;"BASS";"OK";;
"Leann_Rimes_One_way_ticket.kar";15;;3;;;;"BASS";"OK";;
"Led_Zeppelin_Immigrant_Song.kar";7;;5;;;;"Bass";"OK";;
"Led_Zeppelin_Since_Ive_been_Loving_You.kar";8;;5;;;;"Bass";"OK";;
"Led_Zeppelin_Stairway_To_Heaven.kar";17;;5;;;;"Bass";"OK";;
"Led_Zeppelin_Stairway_to_heaven_1.kar";17;;5;;;;"Bass";"OK";;
"Lenny_Kravitz_Are_you_gonna_go_my_way_4.kar";7;;4;;;;"Bass";"OK";;
"Leo_Ferrer_Ho_he_hein_bon.kar";9;;"5 8";;;;"Fngrbass";"OK-M";;
"Leo_Ferrer_Le_sud.kar";18;;5;;;;"Bass    ";"OK";;
"Leo_Ferrer_Les_cornichons.kar";10;;1;;;;"Basse";"OK";;
"Les_Baronets_Cest_fou_mais_cest_tout.kar";10;;;;;;"Muted Gtr";"OK-M";"Revisar";
"Les_Chats_Sauvages_Cest_pas_serieux.kar";11;;6;;;;;"OK";;
"Les_Chats_Sauvages_Derniers_baisers.kar";11;;3;;;;"Bass    ";"OK";;
"Les_Chats_Sauvages_Viens_danser_le_twist.kar";14;;4;;;;"BASS";"OK";;
"Les_Compagnons_de_la_chanson_Tom_Dooley.kar";10;;9;;;;"Bass";"OK";;
"Les_Gendarmes_Dans_tes_bras.kar";13;;4;;;;"BASS";"OK";;
"Les_Gendarmes_Oh_Carole.kar";12;;6;;;;"Bass                ";"OK";;
"Les_Sultans_La_poupee_qui_fait_non.kar";7;;4;;;;;"OK";;
"Letsgroo.kar";13;;6;;;;"Bass";"OK";;
"Levis_Bouliane_Vole_ma_colombe.kar";13;;"1 5";;;;"BASS FINGER";"OK-M";;
"Liane_Foly_Il_est_mort_le_soleil.kar";15;;4;;;;;"OK";;
"Liane_Foly_La_vie_ne_mapprends_rien.kar";15;;5;;;;"Basse";"OK";;
"Libre2.kar";15;;4;;;;" Fingered Bs.";"OK";;
"Lina_Margy_Ah_le_petit_vin_blanc.kar";8;;4;;;;"bass";"OK";;
"Linda_Ronstadt_Thatll_Be_The_Day.kar";14;;4;;;;;"OK";;
"Lionel_Richie_Hello.kar";13;;5;;;;"Bass                ";"OK";;
"Lionel_Richie_Say_you_say_me_4.kar";17;;5;;;;"Bass";"OK";;
"Lipps_Inc_Funky_town.kar";20;;5;;;;"Bass";"OK";;
"Lola_Flores_Ay_pena_penita_pena.kar";14;;4;;;;"Bajo";"OK";;
"Loona_Baila_mi_ritmo.kar";15;;5;;;;"Bass";"OK";;
"Los_Angeles_Momentos.kar";8;;;;;;"Guitarra";"OK-M";;
"Los_Brincos_Flamenco.kar";14;;3;;;;"Bass Acoustic";"OK";;
"Los_Brincos_Flamenco_4.kar";14;;3;;;;"Bass Acoustic";"OK";;
"Los_Caracoles_Fenomeno.kar";10;;4;;;;;"OK";;
"Los_Centellas_ElToroYlaLuna.kar";11;;7;;;;"Bass Finger";"OK";;
"Los_Centellas_El_toro_y_la_luna_16.kar";11;;7;;;;"Bass Finger";"OK";;
"Los_Cucas_La_ultima_carta.kar";12;;4;;;;"bass";"OK";;
"Los_Cucas_La_vida_es_un_carnaval_4.kar";16;;4;;;;"Bass";"OK";;
"Los_Del_Rio_Macarena.kar";13;;5;;;;"Synth Bass";"OK";;
"Los_Manolos_Amigos_para_Siempre.kar";14;;4;;;;"Fretless";"OK";;
"Los_Mismos_Tres_cosas.kar";13;;4;;;;"Bajo";"OK";;
"Los_Panchos_Algo_contigo.kar";17;;5;;;;"BAJO ELECTRICO";"OK";;
"Los_Panchos_Boleros_Mix2.kar";18;;12;;;;"Bajo";"OK";;
"Los_Panchos_Caminemos2.kar";19;;4;;;;"BAJO ELECTRICO";"OK";;
"Los_Panchos_Cuando_calienta_el_sol_4.kar";17;;5;;;;"Bass";"OK";;
"Los_Panchos_Mix1.kar";19;;18;;;;"Bajo";"OK";;
"Los_Panchos_Mix2.kar";18;;12;;;;"Bajo";"OK";;
"Los_Peritas_Hay_otra1.kar";23;;17;;;;"Bajo";"OK";;
"Los_Sirex_ESTREMECETE.kar";9;;3;;;;"FingBass";"OK";;
"Los_del_Rfo_Macarena_Mix.kar";13;;5;;;;"Synth Bass";"OK";;
"Los_del_Rio_Macarena.kar";13;;5;;;;"Synth Bass";"OK";;
"Los_enanitos_verdes_Igual_que_ayer.kar";11;;4;;;;"Bajo";"OK";;
"Los_enanitos_verdes_luz_de_dia.kar";16;;3;;;;"BASS";"OK";;
"Los_sirex_EstremTcete_4.kar";9;;3;;;;"FingBass";"OK";;
"Lostwith.kar";9;;4;;;;"Bass";"OK";;
"Louis_Armstrong_What_A_Wonderful_World.kar";13;;6;;;;"Bass";"OK";;
"Luc_Plamondon_En_ville.kar";13;;"4 5";;;;"BasSlap2";"OK-M";;
"Lucho_Gatica_Mil_noches.kar";18;;17;;;;"yahoo.es";"OK";;
"Lucho_Gatica_Si_me_comprendieras.kar";19;;19;;;;"Bajo";"OK";;
"Lucho_Gatica_Son_golpes_que_da_la_vida.kar";19;;19;;;;"yahoo.es";"OK";;
"Lucienne_Boyer_Parlez_moi_damour.kar";9;;;;;;"Strings de bain";"OK-M";;
"Luis_Lucena_Hermano.kar";13;;4;;;;"Bajo";"OK";;
"Luis_Mariano_Granada.kar";15;;"2 5";;;;"Basse Ac 2";"OK-M";;
"Luis_Miguel_Ahora_te_puedes_marchar.kar";22;;4;;;;"BAJO";"OK";;
"Luis_Miguel_C_mo.kar";13;;4;;;;"Bajo";"OK";;
"Luis_Miguel_Cuando_Calienta_El_Sol.kar";17;;5;;;;"Bass";"OK";;
"Luis_Miguel_LaIncondicional.kar";24;;6;;;;"Bass";"OK";;
"Luis_Miguel_LaMediaVuelta.kar";11;;4;;;;;"OK";;
"Luis_Miguel_La_Barca_4.kar";7;;4;;;;"BASS";"OK";;
"Luis_Miguel_La_barca.kar";7;;4;;;;"BASS";"OK";;
"Luis_Miguel_PorDebajoDeLaMesa.kar";11;;5;;;;"BAJO";"OK";;
"Luis_Miguel_Por_debajo_de_la_mesa_2.kar";11;;5;;;;"BAJO";"OK";;
"Luis_Miguel_SaborAMi.kar";11;;3;;;;"Bass";"OK";;
"Luis_Miguel_Sabor_A_Mi.kar";11;;3;;;;"Bass";"OK";;
"Luis_Miguel_Sabor_a_mf.kar";11;;3;;;;"Bass";"OK";;
"Luis_Miguel_VoyAPagarLaLuz.kar";11;;4;;;;"Bajo";"OK";;
"Luis_Miguel_Y.kar";12;;4;;;;"Bass";"OK";;
"Luna_bonita.kar";11;;3;;;;"Bass2";"OK";;
"Lyne_Charbonneau_Et_je_pleure_toutes_les_larmes_de_mon_coeur.kar";9;;1;;;;"Bass   ";"OK";;
"Lyne_Charbonneau_Les_serpents_rampent_la_nuit.kar";10;;2;;;;"bass";"OK";;
"MADONNA_Bedtime_Story_1994.kar";20;;"3 4";;;;"Bass";"OK-M";;
"MICHAEL_CHACON_El_venao.kar";13;;2;;;;"Bajo    ";"OK";;
"MYRIAM_HERNANDEZ_Ay_corazon.kar";11;;5;;;;"Bajo";"OK";;
"MYRIAM_HERNANDEZ_Peligroso_amor.kar";20;;4;;;;"Bass";"OK";;
"Madonna_Bedtime_Story_5.kar";20;;"3 4";;;;"Bass";"OK-M";;
"Madonna_Borderline.kar";16;;5;;;;"Bass";"OK";;
"Madonna_Borderline_4.kar";16;;5;;;;"Bass";"OK";;
"Madonna_Cherish.kar";18;;7;;;;"Acoustic Bass";"OK";;
"Madonna_Cherish_4.kar";18;;7;;;;"Acoustic Bass";"OK";;
"Madonna_Crazy_for_you_4.kar";13;;6;;;;"Bass";"OK";;
"Madonna_Deeper_And_Deeper.kar";17;;13;;;;"Bass";"OK";;
"Madonna_Deeper_and_deeper_4.kar";17;;13;;;;"Bass";"OK";;
"Madonna_Escapade_1.kar";14;;5;;;;"Bass";"OK";;
"Madonna_Get_into_the_Groove_4.kar";11;;4;;;;"Bass";"OK";;
"Madonna_Holiday_4.kar";13;;8;;;;"Bass";"OK";;
"Madonna_Live_to_tell_4.kar";20;;"9 14";;;;"Synth Bass";"OK-M";;
"Madonna_Papa_Dont_Preach.kar";14;;7;;;;"Bass";"OK";;
"Madonna_Papa_dont_preach_6.kar";14;;7;;;;"Bass";"OK";;
"Madonna_Take_A_Bow.kar";17;;8;;;;"Bass";"OK";;
"Madonna_Take_a_bow_4.kar";17;;8;;;;"Bass";"OK";;
"Madonna_Youll_see_1.kar";13;;8;;;;"Bass";"OK";;
"Maita_vende_ca_No_hay_luz_sin_dia.kar";11;;5;;;;"Bass";"OK";;
"MaluDuele.kar";15;;4;;;;" Fretless Bs. ";"OK";;
"Mamas_And_Papas_Dream_A_Little_Dream.kar";10;;8;;;;"Ac.Bass";"OK";;
"Mamas_And_Papas_Monday_Monday.kar";8;;4;;;;"Bass";"OK";;
"Manolo_Garcia_Nunca_el_tiempo_es_perdido.kar";13;;4;;;;;"OK";;
"Manolo_Tena_Javier_Vargas_SANGRE_ESPA_OLA.kar";11;;6;;;;"Bass";"OK";;
"Manu_Chao_Me_gustas_tu.kar";18;;4;;;;2;"OK";;
